timestamp,studio,slot_start,slot_end,percentage,level
2026-08-15 04:40:22,Bielefeld City,closed,closed,0,CLOSED
2026-08-15 07:13:09,Bielefeld City,07:00:00,08:00:00,4,LOW
2026-08-15 07:13:41,Bielefeld City,07:00:00,08:00:00,4,LOW
2026-08-15 07:14:36,Bielefeld City,07:00:00,08:00:00,4,LOW
2026-08-15 07:49:02,Bielefeld Schildesche,07:00:00,08:00:00,16,LOW
2026-08-15 07:49:02,Bielefeld Sieker,07:00:00,08:00:00,5,LOW
2026-08-15 07:49:02,Bielefeld City,07:00:00,08:00:00,7,LOW
2026-08-15 07:50:07,Bielefeld Schildesche,07:00:00,08:00:00,16,LOW
2026-08-15 07:50:07,Bielefeld Sieker,07:00:00,08:00:00,5,LOW
2026-08-15 07:50:07,Bielefeld City,07:00:00,08:00:00,7,LOW
2026-08-15 07:51:27,Bielefeld Schildesche,07:00:00,08:00:00,17,LOW
2026-08-15 07:51:27,Bielefeld Sieker,07:00:00,08:00:00,5,LOW
2026-08-15 07:51:27,Bielefeld City,07:00:00,08:00:00,7,LOW
2026-08-15 07:53:42,Bielefeld Schildesche,07:00:00,08:00:00,17,LOW
2026-08-15 07:53:42,Bielefeld Sieker,07:00:00,08:00:00,5,LOW
2026-08-15 07:53:42,Bielefeld City,07:00:00,08:00:00,7,LOW
2026-08-15 08:37:58,Bielefeld Schildesche,08:00:00,09:00:00,20,LOW
2026-08-15 08:37:58,Bielefeld Sieker,08:00:00,09:00:00,7,LOW
2026-08-15 08:37:58,Bielefeld City,08:00:00,09:00:00,10,LOW
2026-08-15 09:16:36,Bielefeld Schildesche,09:00:00,10:00:00,22,LOW
2026-08-15 09:16:36,Bielefeld Sieker,09:00:00,10:00:00,10,LOW
2026-08-15 09:16:36,Bielefeld City,09:00:00,10:00:00,10,LOW
2026-08-15 09:53:02,Bielefeld Schildesche,09:00:00,10:00:00,27,LOW
2026-08-15 09:53:02,Bielefeld Sieker,09:00:00,10:00:00,12,LOW
2026-08-15 09:53:02,Bielefeld City,09:00:00,10:00:00,14,LOW
2026-08-15 10:29:29,Bielefeld Schildesche,10:00:00,11:00:00,25,LOW
2026-08-15 10:29:29,Bielefeld Sieker,10:00:00,11:00:00,15,LOW
2026-08-15 10:29:29,Bielefeld City,10:00:00,11:00:00,20,LOW
2026-08-15 10:58:25,Bielefeld Schildesche,10:00:00,11:00:00,28,LOW
2026-08-15 10:58:25,Bielefeld Sieker,10:00:00,11:00:00,18,LOW
2026-08-15 10:58:25,Bielefeld City,10:00:00,11:00:00,19,LOW
2026-08-15 11:33:39,Bielefeld Schildesche,11:00:00,12:00:00,27,LOW
2026-08-15 11:33:39,Bielefeld Sieker,11:00:00,12:00:00,18,LOW
2026-08-15 11:33:39,Bielefeld City,11:00:00,12:00:00,17,LOW
2026-08-15 11:59:17,Bielefeld Schildesche,11:00:00,12:00:00,24,LOW
2026-08-15 11:59:17,Bielefeld Sieker,11:00:00,12:00:00,18,LOW
2026-08-15 11:59:17,Bielefeld City,11:00:00,12:00:00,18,LOW
2026-08-15 12:31:43,Bielefeld Schildesche,12:00:00,13:00:00,26,LOW
2026-08-15 12:31:43,Bielefeld Sieker,12:00:00,13:00:00,16,LOW
2026-08-15 12:31:43,Bielefeld City,12:00:00,13:00:00,21,LOW
2026-08-15 12:59:15,Bielefeld Schildesche,12:00:00,13:00:00,27,LOW
2026-08-15 12:59:15,Bielefeld Sieker,12:00:00,13:00:00,14,LOW
2026-08-15 12:59:15,Bielefeld City,12:00:00,13:00:00,20,LOW
2026-08-15 13:28:27,Bielefeld Schildesche,13:00:00,14:00:00,30,LOW
2026-08-15 13:28:27,Bielefeld Sieker,13:00:00,14:00:00,15,LOW
2026-08-15 13:28:27,Bielefeld City,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Ahlen City,13:00:00,14:00:00,8,LOW
2026-08-15 13:38:49,Bonn Hardtberg,closed,closed,0,CLOSED
2026-08-15 13:38:49,Ahlen Süd,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Ansbach,13:00:00,14:00:00,7,LOW
2026-08-15 13:38:49,Bielefeld City,13:00:00,14:00:00,19,LOW
2026-08-15 13:38:49,Alsfeld,13:00:00,14:00:00,8,LOW
2026-08-15 13:38:49,Augsburg-Haunstetten,13:00:00,14:00:00,24,LOW
2026-08-15 13:38:49,Bocholt,13:00:00,14:00:00,21,LOW
2026-08-15 13:38:49,Augsburg-Stadtbergen,13:00:00,14:00:00,22,LOW
2026-08-15 13:38:49,Bad Oeynhausen,13:00:00,14:00:00,12,LOW
2026-08-15 13:38:49,Bremen Osterholz,closed,closed,0,CLOSED
2026-08-15 13:38:49,Bielefeld Brackwede,closed,closed,0,CLOSED
2026-08-15 13:38:49,Bergisch Gladbach,13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Bassum,closed,closed,0,CLOSED
2026-08-15 13:38:49,Berlin Moabit,13:00:00,14:00:00,6,LOW
2026-08-15 13:38:49,Bielefeld Sieker,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Achim,closed,closed,0,CLOSED
2026-08-15 13:38:49,Bielefeld Schildesche,13:00:00,14:00:00,30,LOW
2026-08-15 13:38:49,Bad Hersfeld,13:00:00,14:00:00,10,LOW
2026-08-15 13:38:49,Bochum,13:00:00,14:00:00,11,LOW
2026-08-15 13:38:49,Bonn Auguststraße,closed,closed,0,CLOSED
2026-08-15 13:38:49,Bremen Admiralstraße,closed,closed,0,CLOSED
2026-08-15 13:38:49,Borken,13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Bonn Endenich,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Bottrop,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Bremen Munte,13:00:00,14:00:00,17,LOW
2026-08-15 13:38:49,Bremen Oberneuland,closed,closed,0,CLOSED
2026-08-15 13:38:49,Bünde,13:00:00,14:00:00,21,LOW
2026-08-15 13:38:49,Brinkum (Stuhr),closed,closed,0,CLOSED
2026-08-15 13:38:49,Bonn Beuel,13:00:00,14:00:00,23,LOW
2026-08-15 13:38:49,Bremen Berliner Freiheit,closed,closed,0,CLOSED
2026-08-15 13:38:49,Celle Neuenhäusen,13:00:00,14:00:00,8,LOW
2026-08-15 13:38:49,Bremen-Klemperhagen (Ritterhude),closed,closed,0,CLOSED
2026-08-15 13:38:49,Castrop-Rauxel,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Bremen Blumenthal,closed,closed,0,CLOSED
2026-08-15 13:38:49,Castrop Nord (Castrop-Rauxel),13:00:00,14:00:00,17,LOW
2026-08-15 13:38:49,Bremen Die Fabrik,closed,closed,0,CLOSED
2026-08-15 13:38:49,Bremen Vahr,13:00:00,14:00:00,10,LOW
2026-08-15 13:38:49,Brilon,13:00:00,14:00:00,7,LOW
2026-08-15 13:38:49,Celle Telefunkenstrasse,13:00:00,14:00:00,10,LOW
2026-08-15 13:38:49,Coburg,13:00:00,14:00:00,9,LOW
2026-08-15 13:38:49,Darmstadt,13:00:00,14:00:00,23,LOW
2026-08-15 13:38:49,Delmenhorst,13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Dietzenbach,13:00:00,14:00:00,15,LOW
2026-08-15 13:38:49,Detmold,13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Dodenhof (Ottersberg),closed,closed,0,CLOSED
2026-08-15 13:38:49,Dortmund-Dorstfeld,13:00:00,14:00:00,15,LOW
2026-08-15 13:38:49,Dortmund Lütgendortmund,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Dortmund-City,13:00:00,14:00:00,19,LOW
2026-08-15 13:38:49,Dinslaken Neutor Galerie,closed,closed,0,CLOSED
2026-08-15 13:38:49,Duisburg City,13:00:00,14:00:00,22,LOW
2026-08-15 13:38:49,Düsseldorf Oberbilk,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Erlangen-Ost,closed,closed,0,CLOSED
2026-08-15 13:38:49,Duisburg Königsgalerie,13:00:00,14:00:00,8,LOW
2026-08-15 13:38:49,Erlangen City,closed,closed,0,CLOSED
2026-08-15 13:38:49,Dreieich,13:00:00,14:00:00,28,LOW
2026-08-15 13:38:49,Duisburg Innenhafen,13:00:00,14:00:00,19,LOW
2026-08-15 13:38:49,Düsseldorf Flingern,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Duisburg Meiderich,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Essen Bergerhausen,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Essen-Altenessen,13:00:00,14:00:00,12,LOW
2026-08-15 13:38:49,Essen-Borbeck,13:00:00,14:00:00,24,LOW
2026-08-15 13:38:49,Essen Kray,13:00:00,14:00:00,15,LOW
2026-08-15 13:38:49,Freising,13:00:00,14:00:00,31,LOW
2026-08-15 13:38:49,Fürth-Poppenreuth,closed,closed,0,CLOSED
2026-08-15 13:38:49,Fürth,13:00:00,14:00:00,9,LOW
2026-08-15 13:38:49,Fürth-Südstadt,closed,closed,0,CLOSED
2026-08-15 13:38:49,Esslingen,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Friedrichshafen-Flughafen,13:00:00,14:00:00,20,LOW
2026-08-15 13:38:49,Friedrichshafen,13:00:00,14:00:00,11,LOW
2026-08-15 13:38:49,Gelsenkirchen,13:00:00,14:00:00,0,LOW
2026-08-15 13:38:49,Gütersloh,13:00:00,14:00:00,15,LOW
2026-08-15 13:38:49,Göttingen Weende,closed,closed,0,CLOSED
2026-08-15 13:38:49,Gummersbach,13:00:00,14:00:00,11,LOW
2026-08-15 13:38:49,Gnarrenburg,closed,closed,0,CLOSED
2026-08-15 13:38:49,Göppingen,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Hagen City,13:00:00,14:00:00,21,LOW
2026-08-15 13:38:49,Gütersloh Kampstrasse,closed,closed,0,CLOSED
2026-08-15 13:38:49,Göttingen Grone,closed,closed,0,CLOSED
2026-08-15 13:38:49,Haan,13:00:00,14:00:00,23,LOW
2026-08-15 13:38:49,Hagen Markt,13:00:00,14:00:00,11,LOW
2026-08-15 13:38:49,Hainburg,13:00:00,14:00:00,10,LOW
2026-08-15 13:38:49,Haltern (Haltern am See),13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Hannover,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Hamm,13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Heidenheim,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Heilbronn Böckingen,closed,closed,0,CLOSED
2026-08-15 13:38:49,Hannover City,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Hannover Misburg,13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Hannover-Hainholz,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Heilbronn Wollhaus,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Hanau,13:00:00,14:00:00,12,LOW
2026-08-15 13:38:49,Heusenstamm,13:00:00,14:00:00,23,LOW
2026-08-15 13:38:49,Herford Süd,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Herford Nord,13:00:00,14:00:00,26,LOW
2026-08-15 13:38:49,Kaiserslautern,13:00:00,14:00:00,15,LOW
2026-08-15 13:38:49,Hof,13:00:00,14:00:00,9,LOW
2026-08-15 13:38:49,Kaiserslautern Augustastr.,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Iserlohn,13:00:00,14:00:00,10,LOW
2026-08-15 13:38:49,Homburg,13:00:00,14:00:00,22,LOW
2026-08-15 13:38:49,Jülich,13:00:00,14:00:00,20,LOW
2026-08-15 13:38:49,Kamp-Lintfort,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Kassel Kurfürstengalerie,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Kassel Holländische Str.,closed,closed,0,CLOSED
2026-08-15 13:38:49,Kirchheim u. Teck,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Koblenz,13:00:00,14:00:00,30,LOW
2026-08-15 13:38:49,Krefeld,13:00:00,14:00:00,9,LOW
2026-08-15 13:38:49,Köln Agnesviertel,13:00:00,14:00:00,19,LOW
2026-08-15 13:38:49,Köln Lindenthal,13:00:00,14:00:00,20,LOW
2026-08-15 13:38:49,Köln Ossendorf,13:00:00,14:00:00,11,LOW
2026-08-15 13:38:49,Köln Hürth,13:00:00,14:00:00,30,LOW
2026-08-15 13:38:49,Köln Poll,13:00:00,14:00:00,24,LOW
2026-08-15 13:38:49,Laatzen,closed,closed,0,CLOSED
2026-08-15 13:38:49,Köln Porz,13:00:00,14:00:00,26,LOW
2026-08-15 13:38:49,Lahr,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Lahnstein,13:00:00,14:00:00,36,LOW
2026-08-15 13:38:49,Köln Sülz,13:00:00,14:00:00,19,LOW
2026-08-15 13:38:49,Landshut Kumhausen,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Langen,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Langenselbold,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Langenfeld City,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Langenfeld Berghausen (Langenfeld (Rheinland)),13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Lippstadt,13:00:00,14:00:00,12,LOW
2026-08-15 13:38:49,Leverkusen,13:00:00,14:00:00,47,NORMAL
2026-08-15 13:38:49,Marburg,13:00:00,14:00:00,19,LOW
2026-08-15 13:38:49,Leipzig - Südvorstadt,closed,closed,0,CLOSED
2026-08-15 13:38:49,Melle,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Monheim (Monheim am Rhein),13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Menden,13:00:00,14:00:00,10,LOW
2026-08-15 13:38:49,Moers,13:00:00,14:00:00,11,LOW
2026-08-15 13:38:49,Minden,13:00:00,14:00:00,19,LOW
2026-08-15 13:38:49,Mönchengladbach,13:00:00,14:00:00,9,LOW
2026-08-15 13:38:49,München Giesing,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Großhadern,closed,closed,0,CLOSED
2026-08-15 13:38:49,Mülheim,13:00:00,14:00:00,0,LOW
2026-08-15 13:38:49,München - Sendling,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Haar (Haar (München)),13:00:00,14:00:00,24,LOW
2026-08-15 13:38:49,München Laim,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Freiham,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Schwabing,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Perlach,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Pasing,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Trudering,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Neuried,closed,closed,0,CLOSED
2026-08-15 13:38:49,Münster,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,München-Neuhausen,closed,closed,0,CLOSED
2026-08-15 13:38:49,München-Berg am Laim,closed,closed,0,CLOSED
2026-08-15 13:38:49,München Unterhaching,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Neumarkt Süd (Neumarkt in der Oberpfalz),closed,closed,0,CLOSED
2026-08-15 13:38:49,Neumarkt NeuerMarkt,13:00:00,14:00:00,21,LOW
2026-08-15 13:38:49,Neustadt am Rübenberge,closed,closed,0,CLOSED
2026-08-15 13:38:49,Nürnberg,13:00:00,14:00:00,23,LOW
2026-08-15 13:38:49,Neuwied,13:00:00,14:00:00,6,LOW
2026-08-15 13:38:49,Obertshausen,13:00:00,14:00:00,15,LOW
2026-08-15 13:38:49,Oberhausen,13:00:00,14:00:00,20,LOW
2026-08-15 13:38:49,Nürnberg Eberhardshof,closed,closed,0,CLOSED
2026-08-15 13:38:49,Paderborn,13:00:00,14:00:00,21,LOW
2026-08-15 13:38:49,Nürnberg City,closed,closed,0,CLOSED
2026-08-15 13:38:49,Oyten,closed,closed,0,CLOSED
2026-08-15 13:38:49,Oldenburg,13:00:00,14:00:00,10,LOW
2026-08-15 13:38:49,Osnabrück,13:00:00,14:00:00,50,NORMAL
2026-08-15 13:38:49,Passau,13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Pulheim,13:00:00,14:00:00,25,LOW
2026-08-15 13:38:49,Ravensburg,13:00:00,14:00:00,15,LOW
2026-08-15 13:38:49,Regensburg,13:00:00,14:00:00,10,LOW
2026-08-15 13:38:49,Recklinghausen-Hochlarmark,13:00:00,14:00:00,12,LOW
2026-08-15 13:38:49,Recklinghausen-City,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Rosenheim Aicherpark,13:00:00,14:00:00,11,LOW
2026-08-15 13:38:49,Saarlouis,13:00:00,14:00:00,40,LOW
2026-08-15 13:38:49,Rosenheim-City,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Schwabach,13:00:00,14:00:00,22,LOW
2026-08-15 13:38:49,Siegen,13:00:00,14:00:00,12,LOW
2026-08-15 13:38:49,Schweinfurt,closed,closed,0,CLOSED
2026-08-15 13:38:49,Soest,13:00:00,14:00:00,15,LOW
2026-08-15 13:38:49,Sindelfingen,13:00:00,14:00:00,5,LOW
2026-08-15 13:38:49,Straubing,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Springe,closed,closed,0,CLOSED
2026-08-15 13:38:49,Tönisvorst,13:00:00,14:00:00,11,LOW
2026-08-15 13:38:49,Stuttgart-Degerloch,13:00:00,14:00:00,17,LOW
2026-08-15 13:38:49,Unna,13:00:00,14:00:00,18,LOW
2026-08-15 13:38:49,Völklingen,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Weinheim,closed,closed,0,CLOSED
2026-08-15 13:38:49,Weiskirchen (Rodgau),13:00:00,14:00:00,23,LOW
2026-08-15 13:38:49,Wanne-Eickel (Herne),13:00:00,14:00:00,17,LOW
2026-08-15 13:38:49,Weiden,13:00:00,14:00:00,19,LOW
2026-08-15 13:38:49,Wesel City,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Werne,13:00:00,14:00:00,22,LOW
2026-08-15 13:38:49,Wuppertal Elberfeld Gathe,13:00:00,14:00:00,13,LOW
2026-08-15 13:38:49,Wiesbaden,13:00:00,14:00:00,14,LOW
2026-08-15 13:38:49,Wesel Industriegebiet,13:00:00,14:00:00,12,LOW
2026-08-15 13:38:49,Winsen (Winsen (Luhe)),closed,closed,0,CLOSED
2026-08-15 13:38:49,Wuppertal-Barmen,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Wuppertal Elberfeld Neumarkt,13:00:00,14:00:00,16,LOW
2026-08-15 13:38:49,Würzburg,13:00:00,14:00:00,35,LOW
2026-08-15 13:38:49,Ai Verwaltung (Rosenheim),closed,closed,0,CLOSED
2026-08-15 13:38:49,Oldenburg- Ammergaustraße (Oldenburg (Oldb)),closed,closed,0,CLOSED
2026-08-15 13:38:49,Soltau,closed,closed,0,CLOSED
2026-08-15 13:38:49,Testing Sandbox (Hamburg),13:00:00,14:00:00,2,LOW
2026-08-15 13:38:49,Syke,closed,closed,0,CLOSED
2026-08-15 13:38:49,Verden (Verden (Aller)),closed,closed,0,CLOSED
2026-08-15 13:52:17,Augsburg-Stadtbergen,13:00:00,14:00:00,22,LOW
2026-08-15 13:52:17,Bremen Osterholz,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bonn Hardtberg,closed,closed,0,CLOSED
2026-08-15 13:52:17,Augsburg-Haunstetten,13:00:00,14:00:00,21,LOW
2026-08-15 13:52:17,Ansbach,13:00:00,14:00:00,8,LOW
2026-08-15 13:52:17,Alsfeld,13:00:00,14:00:00,10,LOW
2026-08-15 13:52:17,Bergisch Gladbach,13:00:00,14:00:00,11,LOW
2026-08-15 13:52:17,Bad Hersfeld,13:00:00,14:00:00,11,LOW
2026-08-15 13:52:17,Bochum,13:00:00,14:00:00,9,LOW
2026-08-15 13:52:17,Bassum,closed,closed,0,CLOSED
2026-08-15 13:52:17,Achim,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bielefeld Schildesche,13:00:00,14:00:00,29,LOW
2026-08-15 13:52:17,Ahlen City,13:00:00,14:00:00,9,LOW
2026-08-15 13:52:17,Berlin Moabit,13:00:00,14:00:00,5,LOW
2026-08-15 13:52:17,Bielefeld Brackwede,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bielefeld City,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Bielefeld Sieker,13:00:00,14:00:00,15,LOW
2026-08-15 13:52:17,Ahlen Süd,13:00:00,14:00:00,11,LOW
2026-08-15 13:52:17,Bad Oeynhausen,13:00:00,14:00:00,14,LOW
2026-08-15 13:52:17,Bocholt,13:00:00,14:00:00,20,LOW
2026-08-15 13:52:17,Bonn Beuel,13:00:00,14:00:00,24,LOW
2026-08-15 13:52:17,Bonn Auguststraße,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bonn Endenich,13:00:00,14:00:00,16,LOW
2026-08-15 13:52:17,Borken,13:00:00,14:00:00,16,LOW
2026-08-15 13:52:17,Bremen Admiralstraße,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bremen Berliner Freiheit,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bremen Blumenthal,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bremen Vahr,13:00:00,14:00:00,10,LOW
2026-08-15 13:52:17,Bremen-Klemperhagen (Ritterhude),closed,closed,0,CLOSED
2026-08-15 13:52:17,Bremen Oberneuland,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bottrop,13:00:00,14:00:00,19,LOW
2026-08-15 13:52:17,Bremen Die Fabrik,closed,closed,0,CLOSED
2026-08-15 13:52:17,Bremen Munte,13:00:00,14:00:00,15,LOW
2026-08-15 13:52:17,Brinkum (Stuhr),closed,closed,0,CLOSED
2026-08-15 13:52:17,Castrop Nord (Castrop-Rauxel),13:00:00,14:00:00,16,LOW
2026-08-15 13:52:17,Brilon,13:00:00,14:00:00,7,LOW
2026-08-15 13:52:17,Castrop-Rauxel,13:00:00,14:00:00,15,LOW
2026-08-15 13:52:17,Bünde,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Celle Neuenhäusen,13:00:00,14:00:00,8,LOW
2026-08-15 13:52:17,Celle Telefunkenstrasse,13:00:00,14:00:00,10,LOW
2026-08-15 13:52:17,Delmenhorst,13:00:00,14:00:00,15,LOW
2026-08-15 13:52:17,Coburg,13:00:00,14:00:00,9,LOW
2026-08-15 13:52:17,Dortmund Lütgendortmund,13:00:00,14:00:00,15,LOW
2026-08-15 13:52:17,Darmstadt,13:00:00,14:00:00,24,LOW
2026-08-15 13:52:17,Dodenhof (Ottersberg),closed,closed,0,CLOSED
2026-08-15 13:52:17,Dinslaken Neutor Galerie,closed,closed,0,CLOSED
2026-08-15 13:52:17,Dietzenbach,13:00:00,14:00:00,15,LOW
2026-08-15 13:52:17,Detmold,13:00:00,14:00:00,12,LOW
2026-08-15 13:52:17,Düsseldorf Oberbilk,13:00:00,14:00:00,13,LOW
2026-08-15 13:52:17,Dortmund-Dorstfeld,13:00:00,14:00:00,12,LOW
2026-08-15 13:52:17,Duisburg City,13:00:00,14:00:00,22,LOW
2026-08-15 13:52:17,Dortmund-City,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Duisburg Meiderich,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Erlangen City,closed,closed,0,CLOSED
2026-08-15 13:52:17,Duisburg Königsgalerie,13:00:00,14:00:00,7,LOW
2026-08-15 13:52:17,Duisburg Innenhafen,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Dreieich,13:00:00,14:00:00,25,LOW
2026-08-15 13:52:17,Düsseldorf Flingern,13:00:00,14:00:00,16,LOW
2026-08-15 13:52:17,Erlangen-Ost,closed,closed,0,CLOSED
2026-08-15 13:52:17,Essen Bergerhausen,13:00:00,14:00:00,12,LOW
2026-08-15 13:52:17,Essen Kray,13:00:00,14:00:00,14,LOW
2026-08-15 13:52:17,Essen-Altenessen,13:00:00,14:00:00,12,LOW
2026-08-15 13:52:17,Friedrichshafen,13:00:00,14:00:00,10,LOW
2026-08-15 13:52:17,Freising,13:00:00,14:00:00,30,LOW
2026-08-15 13:52:17,Esslingen,13:00:00,14:00:00,14,LOW
2026-08-15 13:52:17,Fürth-Poppenreuth,closed,closed,0,CLOSED
2026-08-15 13:52:17,Fürth-Südstadt,closed,closed,0,CLOSED
2026-08-15 13:52:17,Göppingen,13:00:00,14:00:00,13,LOW
2026-08-15 13:52:17,Gelsenkirchen,13:00:00,14:00:00,0,LOW
2026-08-15 13:52:17,Essen-Borbeck,13:00:00,14:00:00,22,LOW
2026-08-15 13:52:17,Friedrichshafen-Flughafen,13:00:00,14:00:00,20,LOW
2026-08-15 13:52:17,Göttingen Weende,closed,closed,0,CLOSED
2026-08-15 13:52:17,Fürth,13:00:00,14:00:00,10,LOW
2026-08-15 13:52:17,Gütersloh,13:00:00,14:00:00,14,LOW
2026-08-15 13:52:17,Gütersloh Kampstrasse,closed,closed,0,CLOSED
2026-08-15 13:52:17,Göttingen Grone,closed,closed,0,CLOSED
2026-08-15 13:52:17,Gnarrenburg,closed,closed,0,CLOSED
2026-08-15 13:52:17,Haan,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Gummersbach,13:00:00,14:00:00,14,LOW
2026-08-15 13:52:17,Hagen City,13:00:00,14:00:00,23,LOW
2026-08-15 13:52:17,Hagen Markt,13:00:00,14:00:00,12,LOW
2026-08-15 13:52:17,Hannover,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Hainburg,13:00:00,14:00:00,13,LOW
2026-08-15 13:52:17,Hannover City,13:00:00,14:00:00,13,LOW
2026-08-15 13:52:17,Hannover Misburg,13:00:00,14:00:00,16,LOW
2026-08-15 13:52:17,Hanau,13:00:00,14:00:00,10,LOW
2026-08-15 13:52:17,Hamm,13:00:00,14:00:00,11,LOW
2026-08-15 13:52:17,Haltern (Haltern am See),13:00:00,14:00:00,15,LOW
2026-08-15 13:52:17,Hannover-Hainholz,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Heidenheim,13:00:00,14:00:00,12,LOW
2026-08-15 13:52:17,Heilbronn Wollhaus,13:00:00,14:00:00,15,LOW
2026-08-15 13:52:17,Heilbronn Böckingen,closed,closed,0,CLOSED
2026-08-15 13:52:17,Herford Süd,13:00:00,14:00:00,14,LOW
2026-08-15 13:52:17,Herford Nord,13:00:00,14:00:00,26,LOW
2026-08-15 13:52:17,Heusenstamm,13:00:00,14:00:00,25,LOW
2026-08-15 13:52:17,Iserlohn,13:00:00,14:00:00,8,LOW
2026-08-15 13:52:17,Homburg,13:00:00,14:00:00,21,LOW
2026-08-15 13:52:17,Hof,13:00:00,14:00:00,8,LOW
2026-08-15 13:52:17,Kaiserslautern Augustastr.,13:00:00,14:00:00,14,LOW
2026-08-15 13:52:17,Kaiserslautern,13:00:00,14:00:00,13,LOW
2026-08-15 13:52:17,Jülich,13:00:00,14:00:00,19,LOW
2026-08-15 13:52:17,Kamp-Lintfort,13:00:00,14:00:00,10,LOW
2026-08-15 13:52:17,Koblenz,13:00:00,14:00:00,31,LOW
2026-08-15 13:52:17,Kirchheim u. Teck,13:00:00,14:00:00,18,LOW
2026-08-15 13:52:17,Köln Lindenthal,13:00:00,14:00:00,19,LOW
2026-08-15 13:52:17,Kassel Kurfürstengalerie,13:00:00,14:00:00,16,LOW
2026-08-15 13:52:17,Krefeld,13:00:00,14:00:00,8,LOW
2026-08-15 13:52:17,Kassel Holländische Str.,closed,closed,0,CLOSED
